,city,country,continent,total_score,cost_of_life,remote_workers,internet,fun,nightlife,safety,lack_of_crime,walkability,racism,foreigners_friendly,freedom_of_speech,female_friendly,LGBTQ_friendly,english_speaking,latitude,longitude,near_beach,photo
573,Hvar,Croatia,Europe,3.04,2656,235.0,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,43.17389195,16.55652349457852,No,https://nomadlist.com/assets/img/places/hvar-croatia.jpg?1642464791
574,Lethbridge,Canada,North America,3.06,4019,100.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,49.694285,-112.851562,No,https://nomadlist.com/assets/img/places/lethbridge-canada.jpg?1653006140
575,Lafayette,United States,North America,3.12,3341,161.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,30.2240897,-92.0198427,No,https://nomadlist.com/assets/img/places/lafayette-la-united-states.jpg?1653006017
576,Lianyungang,China,Asia,2.93,1166,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,34.5978596,119.215813,No,https://nomadlist.com/assets/img/places/lianyungang-china.jpg?1642465299
577,Agadir,Morocco,Africa,3.24,1402,192.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,30.4211144,-9.5830626,Yes,https://nomadlist.com/assets/img/places/agadir-morocco.jpg?1653005795
578,Vijayawada,India,Asia,3.05,1082,17.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,16.5087586,80.6185102,No,https://nomadlist.com/assets/img/places/vijayawada-india.jpg?1645057028
579,Montanita,Ecuador,Latin America,3.11,1226,251.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,-0.19299,-79.272301,Yes,https://nomadlist.com/assets/img/places/montanita-ecuador.jpg?1656202068
580,Salzburg,Austria,Europe,2.91,3791,326.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.7981346,13.0464806,No,https://nomadlist.com/assets/img/places/salzburg-austria.jpg?1642464659
581,Modesto,United States,North America,3.09,3316,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.6390972,-120.9968782,No,https://nomadlist.com/assets/img/places/modesto-ca-united-states.jpg?1652919436
582,Kyoto,Japan,Asia,3.08,2230,756.0,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,35.021041,135.7556075,No,https://nomadlist.com/assets/img/places/kyoto-japan.jpg?1642465051
583,Manteca,United States,North America,3.07,3703,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.7986184,-121.2117148,No,https://nomadlist.com/assets/img/places/manteca-ca-united-states.jpg?1653006169
584,Appleton,United States,North America,3.16,3444,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.2613967,-88.4069744,No,https://nomadlist.com/assets/img/places/appleton-wi-united-states.jpg?1653005950
585,Lusaka,Zambia,Africa,2.88,1494,50.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,-15.4164124,28.2824793,No,https://nomadlist.com/assets/img/places/lusaka-zambia.jpg?1644279060
586,Aalborg,Denmark,Europe,3.08,3581,208.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,57.0462626,9.9215263,No,https://nomadlist.com/assets/img/places/aalborg-denmark.jpg?1642465091
587,Providence,United States,North America,3.05,4157,251.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,41.8239891,-71.4128343,No,https://nomadlist.com/assets/img/places/providence-ri-united-states.jpg?1642724315
588,Bryan,United States,North America,3.1,3551,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,30.6743643,-96.3699632,No,https://nomadlist.com/assets/img/places/bryan-tx-united-states.jpg?1642464468
589,Tsushima Island,Japan,Asia,3.13,1789,17.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,34.3952765,129.3154489658781,Yes,https://nomadlist.com/assets/img/places/tsushima-island-japan.jpg?1657497889
590,Mombasa,Kenya,Africa,3.08,1388,200.0,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,-4.05052,39.667169,Yes,https://nomadlist.com/assets/img/places/mombasa-kenya.jpg?1653006510
591,Visakhapatnam,India,Asia,3.1,874,100.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,17.7231276,83.3012842,Yes,https://nomadlist.com/assets/img/places/visakhapatnam-india.jpg?1653005374
592,Banjul,Gambia,Africa,3.05,907,83.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,13.4410165,-16.56275092072591,Yes,https://nomadlist.com/assets/img/places/banjul-gambia.jpg?1647821159
593,St Louis,United States,North America,3.21,3647,316.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.6264256,-90.1995853,No,https://nomadlist.com/assets/img/places/st-louis-mo-united-states.jpg?1653005599
594,Kozhikode,India,Asia,3.11,1016,100.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,11.2450558,75.7754716,Yes,https://nomadlist.com/assets/img/places/kozhikode-india.jpg?1653005442
595,Naples,Italy,Europe,3.06,3710,476.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,40.8358846,14.2487679,Yes,https://nomadlist.com/assets/img/places/naples-italy.jpg?1642810105
596,Ko Lipe,Thailand,Asia,3.13,1578,171.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,6.487679099999999,99.3024780130819,Yes,https://nomadlist.com/assets/img/places/ko-lipe-thailand.jpg?1652918897
597,Shantou,China,Asia,3.1,882,0.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,23.356377,116.6775918,Yes,https://nomadlist.com/assets/img/places/shantou-china.jpg?1653006814
598,Southampton,United Kingdom,Europe,3.13,3840,210.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,50.9025349,-1.404189,Yes,https://nomadlist.com/assets/img/places/southampton-united-kingdom.jpg?1642465213
599,Baotou,China,Asia,3.17,1436,0.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,40.6549157,109.8344586,No,https://nomadlist.com/assets/img/places/baotou-china.jpg?1653006710
600,Jilin,China,Asia,3.17,1462,0.0,Slow,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,42.9995032,125.9816054,No,https://nomadlist.com/assets/img/places/jilin-china.jpg?1643328675
601,Raipur,India,Asia,3.07,995,0.0,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,21.2379469,81.6336833,No,https://nomadlist.com/assets/img/places/raipur-india.jpg?1642637401
602,Hagatna,Guam,Oceania,3.09,3228,67.0,Slow,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,13.4727446,144.7520182254428,Yes,https://nomadlist.com/assets/img/places/hagatna-guam.jpg?1642464815
603,Quanzhou,China,Asia,3.02,1374,0.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,24.8755492,118.6723605,Yes,https://nomadlist.com/assets/img/places/quanzhou-china.jpg?1653006793
604,Olympia,United States,North America,3.07,3837,117.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.0451022,-122.8950075,No,https://nomadlist.com/assets/img/places/olympia-wa-united-states.jpg?1653006192
605,Palm Bay,United States,North America,3.07,3546,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,27.9946969,-80.6366144,Yes,https://nomadlist.com/assets/img/places/palm-bay-fl-united-states.jpg?1653006195
606,Lynchburg,United States,North America,3.08,3929,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.4137536,-79.1422464,No,https://nomadlist.com/assets/img/places/lynchburg-va-united-states.jpg?1653006107
607,Port Harcourt,Nigeria,Africa,3.05,1498,33.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,4.7676576,7.0188527,No,https://nomadlist.com/assets/img/places/port-harcourt-nigeria.jpg?1642529591
608,Kunshan,China,Asia,3.02,1621,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,31.3869323,120.9764683,No,https://nomadlist.com/assets/img/places/kunshan-china.jpg?1652833761
609,Tirupur,India,Asia,2.98,612,0.0,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,11.127834,77.3415747,No,https://nomadlist.com/assets/img/places/tirupur-india.jpg?1653005514
610,Kolkata,India,Asia,3.16,737,249.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,22.5414185,88.35769124388872,No,https://nomadlist.com/assets/img/places/kolkata-india.jpg?1646786261
611,Grand Rapids,United States,North America,2.99,4041,211.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,42.9632405,-85.6678639,No,https://nomadlist.com/assets/img/places/grand-rapids-mi-united-states.jpg?1653006818
612,Portsmouth,United Kingdom,Europe,3.0,4159,150.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,50.8036831,-1.075614,No,https://nomadlist.com/assets/img/places/portsmouth-united-kingdom.jpg?1648944368
613,El Alto,Bolivia,Latin America,2.85,787,0.0,Slow,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,-16.5048228,-68.1624337,No,https://nomadlist.com/assets/img/places/el-alto-bolivia.jpg?1652919034
614,Davenport,United States,North America,3.29,2696,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,41.5235808,-90.5770967,No,https://nomadlist.com/assets/img/places/davenport-ia-united-states.jpg?1653006392
615,Trento,Italy,Europe,3.07,3012,167.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,46.1030443,11.12984033169507,No,https://nomadlist.com/assets/img/places/trento-italy.jpg?1642550546
616,Nanaimo,Canada,North America,3.02,3735,161.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,49.163877,-123.938122,No,https://nomadlist.com/assets/img/places/nanaimo-canada.jpg?1655520642
617,Trier,Germany,Europe,3.07,3199,175.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,49.7596208,6.6441878,No,https://nomadlist.com/assets/img/places/trier-germany.jpg?1642465117
618,Bellingham,United States,North America,3.01,3981,150.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,48.7544012,-122.478836,No,https://nomadlist.com/assets/img/places/bellingham-wa-united-states.jpg?1653006330
619,Wenling,China,Asia,2.93,1360,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,28.3754144,121.3812013,Yes,https://nomadlist.com/assets/img/places/wenling-china.jpg?1652919394
620,Joplin,United States,North America,3.1,3393,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.08418,-94.51323,No,https://nomadlist.com/assets/img/places/joplin-mo-united-states.jpg?1652918963
621,Taizhou,China,Asia,2.98,1590,0.0,Slow,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,28.6581723,121.4163876,No,https://nomadlist.com/assets/img/places/taizhou-china.jpg?1653006815
622,Kollam,India,Asia,3.09,801,17.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,8.8879509,76.5955013,Yes,https://nomadlist.com/assets/img/places/kollam-india.jpg?1642529399
623,Cedar Rapids,United States,North America,3.34,2841,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,41.9758872,-91.6704053,No,https://nomadlist.com/assets/img/places/cedar-rapids-ia-united-states.jpg?1642896138
624,Bridgeton,United States,North America,3.15,3436,0.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,38.7566055,-90.42352,No,https://nomadlist.com/assets/img/places/bridgeton-mo-united-states.jpg?1652918881
625,Puebla,Mexico,Latin America,3.08,1816,271.0,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,18.833333,-98.0,No,https://nomadlist.com/assets/img/places/puebla-mexico.jpg?1646266307
626,Trieste,Italy,Europe,3.12,2861,261.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,45.6496485,13.7772781,No,https://nomadlist.com/assets/img/places/trieste-italy.jpg?1643069380
627,Huntsville,United States,North America,3.1,3234,67.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,34.729847,-86.5859011,No,https://nomadlist.com/assets/img/places/huntsville-al-united-states.jpg?1653005944
628,Nashik,India,Asia,3.18,857,17.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,20.0112475,73.7902364,No,https://nomadlist.com/assets/img/places/nashik-india.jpg?1653006230
629,Geneva,Switzerland,Europe,3.04,5235,507.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,46.2017559,6.1466014,No,https://nomadlist.com/assets/img/places/geneva-switzerland.jpg?1642465286
630,Conakry,Guinea,Africa,3.04,1512,50.0,Slow,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,9.5170602,-13.6998434,Yes,https://nomadlist.com/assets/img/places/conakry-guinea.jpg?1646006793
631,Nicosia,Cyprus,Europe,3.09,3066,263.0,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,35.1748976,33.3638568,Yes,https://nomadlist.com/assets/img/places/nicosia-cyprus.jpg?1652919202
632,Dahab,Egypt,Middle East,2.98,1029,327.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,28.4963633,34.5145652,Yes,https://nomadlist.com/assets/img/places/dahab-egypt.jpg?1643156779
633,Shiraz,Iran,Middle East,2.91,1783,83.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,29.6060218,52.5378041,No,https://nomadlist.com/assets/img/places/shiraz-iran.jpg?1642464970
634,High Point,United States,North America,3.08,3721,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,35.9556924,-80.0053176,No,https://nomadlist.com/assets/img/places/high-point-nc-united-states.jpg?1642724078
635,Puning,China,Asia,2.97,1417,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,23.2790444,116.0876485,No,https://nomadlist.com/assets/img/places/puning-china.jpg?1643157264
636,Pasco,United States,North America,3.1,3610,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,28.2996183,-82.4522702,No,https://nomadlist.com/assets/img/places/pasco-wa-united-states.jpg?1653006021
637,Vitoria,Brazil,Latin America,3.01,1257,220.0,Slow,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,-20.3200917,-40.3376682,Yes,https://nomadlist.com/assets/img/places/vitoria-brazil.jpg?1653005920
638,Cambridge,United Kingdom,Europe,3.02,4132,259.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.2055314,0.1186637,No,https://nomadlist.com/assets/img/places/cambridge-united-kingdom.jpg?1644192463
639,Nanjing,China,Asia,3.09,1458,195.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,32.0615652,118.7915079,No,https://nomadlist.com/assets/img/places/nanjing-china.jpg?1643933453
640,Rabat,Morocco,Africa,3.13,2116,290.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,34.022405,-6.834543,Yes,https://nomadlist.com/assets/img/places/rabat-morocco.jpg?1653006088
641,Bandung,Indonesia,Asia,3.16,823,262.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,-6.9344694,107.6049539,No,https://nomadlist.com/assets/img/places/bandung-indonesia.jpg?1642529098
642,Zhongshan,China,Asia,3.05,1098,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,22.5213807,113.3656141,No,https://nomadlist.com/assets/img/places/zhongshan-china.jpg?1642465108
643,St Cloud,United States,North America,3.04,3838,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,45.5616075,-94.1642004,No,https://nomadlist.com/assets/img/places/st-cloud-mn-united-states.jpg?1653006261
644,Nottingham,United Kingdom,Europe,2.98,4029,284.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.9534193,-1.1496461,No,https://nomadlist.com/assets/img/places/nottingham-united-kingdom.jpg?1653006187
645,Lelystad,Netherlands,Europe,3.04,3385,0.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.5150949,5.4768915,Yes,https://nomadlist.com/assets/img/places/lelystad-netherlands.jpg?1642465077
646,Zunyi,China,Asia,3.0,1287,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,27.7237996,106.9191408,No,https://nomadlist.com/assets/img/places/zunyi-china.jpg?1653006549
647,Taiyuan,China,Asia,2.96,1009,17.0,Slow,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,37.870009,112.5452739,No,https://nomadlist.com/assets/img/places/taiyuan-china.jpg?1653006828
648,Qingdao,China,Asia,2.84,1349,189.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,36.0638034,120.3781372,Yes,https://nomadlist.com/assets/img/places/qingdao-china.jpg?1653006410
649,Strasbourg,France,Europe,3.02,3261,275.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,48.584614,7.7507127,No,https://nomadlist.com/assets/img/places/strasbourg-france.jpg?1642529463
650,Chongqing,China,Asia,3.0,1226,183.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,29.5647398,106.5478767,No,https://nomadlist.com/assets/img/places/chongqing-china.jpg?1642465525
651,Joao Pessoa,Brazil,Latin America,3.03,908,150.0,Slow,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,-7.1215981,-34.882028,Yes,https://nomadlist.com/assets/img/places/joao-pessoa-brazil.jpg?1642465104
652,Barrie,Canada,North America,3.11,3528,50.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.3893113,-79.6901736,No,https://nomadlist.com/assets/img/places/barrie-canada.jpg?1653006332
653,Jackson,United States,North America,3.13,3194,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,32.2990021,-90.1847691,No,https://nomadlist.com/assets/img/places/jackson-tn-united-states.jpg?1650240188
654,Mbuji Mayi,DR Congo,Africa,3.04,1598,0.0,Slow,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,-6.1258942,23.5998111,No,https://nomadlist.com/assets/img/places/mbuji-mayi-dr-congo.jpg?1653006200
655,Rockford,United States,North America,3.19,3088,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.2713945,-89.093966,No,https://nomadlist.com/assets/img/places/rockford-il-united-states.jpg?1653005896
656,Algiers,Algeria,Africa,3.09,1550,83.0,Slow,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,36.7753606,3.0601882,Yes,https://nomadlist.com/assets/img/places/algiers-algeria.jpg?1653610164
657,La Crosse,United States,North America,3.12,3678,83.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.8014053,-91.2395429,No,https://nomadlist.com/assets/img/places/la-crosse-wi-united-states.jpg?1653006022
658,A Coruna,Spain,Europe,3.07,2530,200.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,43.3709703,-8.3959425,Yes,https://nomadlist.com/assets/img/places/a-coruna-spain.jpg?1653006286
659,Beijing,China,Asia,3.13,2552,507.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,39.906217,116.3912757,No,https://nomadlist.com/assets/img/places/beijing-china.jpg?1643674936
660,Burlington,United States,North America,3.03,4007,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.4761601,-73.212906,No,https://nomadlist.com/assets/img/places/burlington-nc-united-states.jpg?1653006431
661,Bucaramanga,Colombia,Latin America,3.14,850,78.0,Slow,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,7.1172633,-73.1156668,No,https://nomadlist.com/assets/img/places/bucaramanga-colombia.jpg?1642637477
662,York,United Kingdom,Europe,2.93,4124,252.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,53.9590555,-1.0815361,No,https://nomadlist.com/assets/img/places/york-united-kingdom.jpg?1642810117
663,Matara,Sri Lanka,Asia,3.27,578,196.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,5.947822,80.5482919,Yes,https://nomadlist.com/assets/img/places/matara-sri-lanka.jpg?1653005496
664,Avellino,Italy,Europe,3.02,2023,0.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,40.9965446,15.1405690365004,No,https://nomadlist.com/assets/img/places/avellino-italy.jpg?1653006068
665,Hannover,Germany,Europe,3.03,3717,226.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.3744779,9.7385532,No,https://nomadlist.com/assets/img/places/hannover-germany.jpg?1653006117
666,Yiwu,China,Asia,2.93,1160,83.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,29.3093002,120.0703805,No,https://nomadlist.com/assets/img/places/yiwu-china.jpg?1642465337
667,The Hague,Netherlands,Europe,2.89,4309,327.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.0799838,4.3113461,Yes,https://nomadlist.com/assets/img/places/the-hague-netherlands.jpg?1653006346
668,Konya,Turkey,Europe,2.98,683,75.0,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,37.8725487,32.4942749,No,https://nomadlist.com/assets/img/places/konya-turkey.jpg?1642465012
669,San Luis Potosi,Mexico,Latin America,3.05,1102,67.0,Slow,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,22.5000001,-100.4949145,No,https://nomadlist.com/assets/img/places/san-luis-potosi-mexico.jpg?1652919566
670,Breda,Netherlands,Europe,2.99,4068,214.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.5887845,4.7760237,No,https://nomadlist.com/assets/img/places/breda-netherlands.jpg?1642465312
671,Pasto,Colombia,Latin America,3.04,620,33.0,Slow,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,1.2146013,-77.2782755,No,https://nomadlist.com/assets/img/places/pasto-colombia.jpg?1653006134
672,Port Of Spain,Trinidad and Tobago,Latin America,3.05,2311,125.0,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,10.6572678,-61.5180173,Yes,https://nomadlist.com/assets/img/places/port-of-spain-trinidad-and-tobago.jpg?1653006896
673,Patna,India,Asia,2.74,806,67.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,25.6093239,85.1235252,No,https://nomadlist.com/assets/img/places/patna-india.jpg?1653006627
674,Campos Dos Goytacazes,Brazil,Latin America,2.97,1152,17.0,Slow,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,-21.7558619,-41.3326895,No,https://nomadlist.com/assets/img/places/campos-dos-goytacazes-brazil.jpg?1642529348
675,Granada,Spain,Europe,2.89,2848,396.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,37.1734995,-3.5995337,Yes,https://nomadlist.com/assets/img/places/granada-spain.jpg?1654738679
676,Rogers,United States,North America,3.08,3480,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.3320197,-94.1185366,No,https://nomadlist.com/assets/img/places/rogers-ar-united-states.jpg?1653006206
677,Oran,Algeria,Africa,3.0,1463,17.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,35.7032751,-0.6492976,Yes,https://nomadlist.com/assets/img/places/oran-algeria.jpg?1642637666
678,Oslo,Norway,Europe,3.13,5031,744.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,59.9133301,10.7389701,No,https://nomadlist.com/assets/img/places/oslo-norway.jpg?1642529179
679,Treviso,Italy,Europe,3.07,2758,92.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,45.80669134999999,12.20631576311637,No,https://nomadlist.com/assets/img/places/treviso-italy.jpg?1652833399
680,Hemet,United States,North America,3.03,3466,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.7475203,-116.9719684,No,https://nomadlist.com/assets/img/places/hemet-ca-united-states.jpg?1653006283
681,Coventry,United Kingdom,Europe,2.95,4370,196.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.4081812,-1.510477,No,https://nomadlist.com/assets/img/places/coventry-united-kingdom.jpg?1642637598
682,Reading,United Kingdom,Europe,2.96,4556,206.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.456659,-0.9696512,No,https://nomadlist.com/assets/img/places/reading-united-kingdom.jpg?1642465355
683,Cozumel,Mexico,Latin America,3.14,1452,264.0,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,20.4317585,-86.92027456597663,Yes,https://nomadlist.com/assets/img/places/cozumel-mexico.jpg?1652919143
684,Bournemouth,United Kingdom,Europe,3.02,4124,206.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,50.7194784,-1.8767712,Yes,https://nomadlist.com/assets/img/places/bournemouth-united-kingdom.jpg?1653006257
685,Fort Mcmurray,Canada,North America,3.0,3668,33.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,56.7291997,-111.3885221,No,https://nomadlist.com/assets/img/places/fort-mcmurray-canada.jpg?1642896421
686,Changshu,China,Asia,3.0,1796,0.0,Slow,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,31.6669605,120.7908011277613,No,https://nomadlist.com/assets/img/places/changshu-china.jpg?1653006376
687,Leuven,Belgium,Europe,3.0,3418,159.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,50.879202,4.7011675,No,https://nomadlist.com/assets/img/places/leuven-belgium.jpg?1643328588
688,Guayaquil,Ecuador,Latin America,3.03,1343,290.0,Slow,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,-2.2895167,-80.0983887437901,No,https://nomadlist.com/assets/img/places/guayaquil-ecuador.jpg?1652919056
689,Dalian,China,Asia,2.97,1581,100.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,38.9181714,121.6282945,Yes,https://nomadlist.com/assets/img/places/dalian-china.jpg?1642465432
690,Santa Fe,United States,North America,2.99,3879,271.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,35.6876096,-105.9384569,No,https://nomadlist.com/assets/img/places/santa-fe-nm-united-states.jpg?1642465464
691,Heidelberg,Germany,Europe,3.06,2998,235.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,49.4093582,8.694724,No,https://nomadlist.com/assets/img/places/heidelberg-germany.jpg?1642465124
692,Darmstadt,Germany,Europe,3.03,3142,175.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,49.872775,8.651177,No,https://nomadlist.com/assets/img/places/darmstadt-germany.jpg?1642723877
